year_occurred,intersection,sum_ped,sum_bike,sum_fatal,sum_severe_inj
2014,UNION AV+WASHINGTON BL,2,0,0,0
2014,UNION AV+WILSHIRE BL,0,1,0,0
2014,UNION PL+2ND ST,0,1,0,0
2014,UNION ST+OLYMPIC BL,0,1,0,0
2014,UNION+23RD,0,1,0,0
2014,UNION+VENICE BL,0,1,0,0
2014,VALENCIA AV+OLYMPIC BL,0,1,0,0
2014,VALLEY ST+ALVARADO ST,1,0,0,0
2014,VENICE BL+CONSTANCE ST,0,1,0,0
2014,VENICE BL+HOOVER ST,1,1,0,0
2014,VENICE BL+MENLO AV,0,1,0,0
2014,VENICE+HOOVER,1,0,0,0
2014,VENICE+VERMONT,1,0,0,0
2014,VERMONT AV+11TH ST,0,2,0,0
2014,VERMONT AV+17TH PL,0,1,0,0
2014,VERMONT AV+OLYMPIC BL,1,0,0,0
2014,VERMONT AV+PICO BL,2,2,0,0
2014,VERMONT AV+VENICE BL,2,2,0,0
2014,VERMONT AV+WASHINGTON BL,0,1,0,1
2014,VERMONT+PICO,0,2,0,0
2014,VERMONT+SANTA MONICA,0,1,0,0
2014,VERMONT+VENICE,1,1,0,1
2014,W 2ND ST+UNION PL,1,0,0,0
2014,W 5TH ST+S UNION AV,1,0,0,0
2014,W 6TH ST+S BURLINGTON AV,1,0,0,0
2014,W 7TH ST+GARLAND AV,0,1,0,0
2014,W AVENUE 26+BARRANCA ST,0,1,0,0
2014,W AVENUE 33+EAGLE ROCK BL,1,0,0,0
2014,W OLYMPIC BL+S LAKE ST,0,1,0,0
2014,W PICO BL+ALBANY ST,0,1,0,0
2014,W PICO BL+S BONNIE BRAE ST,0,1,0,0
2014,W SUNSET BL+BEAUDRY AV,0,1,0,0
2014,WASHINGTON BL+ARAPAHOE ST,1,0,0,0
2014,WASHINGTON BL+BONSALLO AV,1,0,0,0
2014,WASHINGTON BL+HOOVER ST,2,0,0,0
2014,WASHINGTON BL+NORMANDIE AV,0,1,0,0
2014,WASHINGTON BL+NORWOOD ST,0,1,0,0
2014,WASHINGTON BL+OAK ST,0,1,0,0
2014,WASHINGTON BL+ORCHARD AV,1,0,1,0
2014,WASHINGTON BL+UNION AV,0,1,0,0
2014,WESTMORELAND AV+FRANCIS AV,1,0,0,0
2014,WESTMORELAND AV+OLYMPIC BL,1,0,0,0
2014,WILSHIRE BL+ALVARADO,0,1,0,0
2014,WILSHIRE BL+ALVARADO ST,1,0,1,0
2014,WILSHIRE BL+PARK VIEW ST,1,0,0,1
2014,WILSHIRE BL+RAMPART AV,1,0,0,0
2014,WILSHIRE BL+RAMPART BL,0,1,0,0
2014,WILSHIRE BL+UNION ST,1,0,0,1
2014,WITMER ST+6TH ST,1,0,0,0
2014,WITMER ST+INGRAHAM ST,1,1,0,0
2014,WORKMAN ST+AVENUE 26,0,1,0,0
2014,YORK BL+W 43RD AV,1,0,0,0
2015,100 S BURLINGTON AV+,1,0,0,0
2015,100 W AVENUE 45+,0,1,0,0
2015,1000 S HOOVER ST+,1,0,0,0
2015,1100 W 2ND ST+,0,1,0,0
2015,1100 W SUNSET BL+,0,1,0,0
2015,11TH ST+ALVARADO ST,0,1,0,0
2015,11TH ST+BLAINE ST,0,1,0,0
2015,11TH ST+ELDEN AV,1,0,0,0
2015,11TH ST+MAGNOLIA AV,1,0,0,0
2015,11TH ST+VERMONT AV,0,1,0,0
2015,1200 S HOOVER ST+,1,0,0,0
2015,12TH ST+BERENDO ST,2,0,0,0
2015,1400 W VENICE BL+,1,0,0,0
2015,1600 WILSHIRE BL+,1,0,0,0
2015,1700 W 6TH ST+,1,0,0,0
2015,1ST ST+TOLUCA AV,1,0,0,0
2015,20TH ST+HARBOR FY,1,0,0,0
2015,20TH+VERMONT,0,1,0,0
2015,23RD ST+PORTLAND ST,1,0,1,0
2015,23RD+FIGUEROA,1,0,0,0
2015,2700 N SAN FERNANDO RD+,2,0,0,1
2015,28TH AV+PASADENA AV,0,1,0,0
2015,2ND ST+BEAUDRY,0,1,0,0
2015,2ND ST+VIRGIL,1,0,0,0
2015,300 N AVENUE 52+,1,0,0,0
2015,3000 ALTURA ST+,1,0,0,0
2015,3000 JOHNSTON ST+,1,0,0,0
2015,3RD ST+BIXEL ST,1,0,0,0
2015,3RD ST+BONNIE BRAE AV,1,0,0,0
2015,3RD ST+COLUMBIA AV,1,0,0,0
2015,3RD ST+LUCAS AV,1,0,0,0
2015,3RD ST+WITMER ST,1,0,0,0
2015,4TH ST+VIRGIL,0,1,0,0
2015,5100 N FIGUEROA ST+,1,0,0,0
2015,6TH ST+ALVARADO ST,1,0,0,0
2015,6TH ST+HARTFORD AV,0,1,0,0
2015,6TH ST+LAFAYETTE ST,1,0,0,0
2015,6TH ST+LUCAS AV,0,1,0,0
2015,6TH ST+OCCIDENTAL BL,0,1,0,1
2015,6TH ST+UNION AV,1,0,0,0
2015,6TH ST+WESTLAKE AV,1,0,0,0
2015,6TH+LAKE,0,1,0,0
2015,6TH+RAMPART,0,1,0,0
2015,7TH ST+CARONDELET,0,1,0,0
2015,7TH ST+CARONDELET ST,1,0,0,0
2015,7TH ST+WESTLAKE ST,0,1,0,0
2015,7TH+HOOVER,1,0,0,0
2015,7TH+PARK VIEW,0,1,0,0
2015,7TH+WESTLAKE,1,0,0,0
2015,8TH ST+BEACON AV,1,0,0,0
2015,8TH ST+BONNIE BRAE ST,0,2,0,0
2015,8TH ST+COLUMBIA AV,1,1,0,0
2015,8TH ST+GARLAND AV,1,1,0,1
2015,8TH ST+HARTFORD AV,1,0,0,0
2015,8TH ST+MAGNOLIA,0,1,0,0
2015,8TH ST+PARK VIEW AV,1,0,0,0
2015,8TH+ALVARADO,1,0,0,0
2015,8TH+VALENCIA,1,0,0,0
2015,ACADEMY DR+ACADEMY RD,1,0,0,0
2015,ADAMS BL+FIGUEROA ST,1,0,0,1
2015,ADAMS BL+PORTLAND ST,1,0,0,1
2015,ADAMS BL+SEVERANCE ST,1,1,0,0
2015,ALAMEDA ST+ALPINE ST,0,1,0,0
2015,ALAMEDA ST+BRUNO ST,1,0,0,0
2015,ALPINE ST+ALAMEDA ST,1,0,0,0
2015,ALPINE ST+BROADWAY,1,0,0,0
2015,ALPINE ST+BUNKER HILL AV,1,0,0,0
2015,ALPINE+SPRING ST,1,0,0,0
2015,ALVARADO ST+11TH ST,0,1,0,0
2015,ALVARADO ST+3RD ST,1,0,0,0
2015,ALVARADO ST+6TH ST,1,1,0,0
2015,ALVARADO ST+7TH ST,3,2,1,1
2015,ALVARADO ST+HOOVER ST,1,0,0,0
2015,ALVARADO ST+OLYMPIC BL,1,1,0,0
2015,ALVARADO ST+PICO BL,0,1,0,0
2015,ALVARADO ST+S OLYMPIC BL,1,0,0,0
2015,ALVARADO ST+WILSHIRE BL,2,0,0,0
2015,ALVARADO+6TH,1,0,0,0
2015,ALVARADO+7TH,1,0,0,0
2015,ALVARADO+7TH ST,0,1,0,0
2015,ALVARADO+OLYMPIC,1,0,1,0
2015,ALVARADO+WILSHIRE,0,2,0,0
2015,AVE57+N FIGUEROA ST,1,0,0,0
2015,AVENUE 18+N BROADWAY,1,0,0,0
2015,AVENUE 19+PASADENA,0,1,0,0
2015,AVENUE 22 AV+ACKERMAN DR,0,1,0,0
2015,AVENUE 26+ARTESIAN ST,0,1,0,0
2015,AVENUE 26+FIGUEROA,1,0,0,0
2015,AVENUE 26+LACY ST,0,1,0,0
2015,AVENUE 26+WORKMAN ST,0,1,0,0
2015,AVENUE 28+FIGUEROA ST,0,1,0,0
2015,AVENUE 28+IDELL ST,0,1,0,0
2015,AVENUE 30+CARLYLE ST,0,1,0,0
2015,AVENUE 33+CARLYLE ST,1,0,0,0
2015,AVENUE 33+VERDUGO RD,1,0,0,0
2015,AVENUE 35+GRIFFIN AV,0,1,0,0
2015,AVENUE 40+TOLAND WY,1,0,0,0
2015,AVENUE 43+FIGUEROA ST,1,0,0,0
2015,AVENUE 50+ALDAMA,1,0,0,0
2015,AVENUE 50+MARMION,0,1,0,0
2015,AVENUE 52+FIGUEROA ST,0,1,0,0
2015,AVENUE 54+IRVINGTON PL,1,0,0,0
2015,AVENUE 56+ALDAMA ST,1,0,0,0
2015,BALTIMORE ST+AVENUE 56,1,0,0,0
2015,BAUCHET ST+VIGNES ST,3,0,0,0
2015,BAUCHET+VIGNES,1,0,0,0
2015,BEAUDRY AV+3RD ST,0,1,0,0
2015,BEVERLY BL+WESTLAKE AV,0,1,0,0
2015,BIXEL ST+7TH ST,2,0,0,0
2015,BONNIE BRAE ST+12TH ST,1,0,0,0
2015,BOYLSTON+MIRAMAR,1,0,0,1
2015,BROADWAY BL+AVENUE 19 ST,1,0,0,0
2015,BROADWAY+ALPINE ST,1,0,0,0
2015,BROADWAY+DALY ST,2,0,0,0
2015,BROADWAY+SOLANO AV,1,0,0,0
2015,BUNKER HILL AV+BARTLETT ST,1,0,0,0
2015,BURLINGTON AV+3RD ST,1,1,0,0
2015,BURLINGTON AV+JAMES M WOOD BL,0,2,0,0
2015,BURLINGTON AV+MIRAMAR ST,1,0,0,0
2015,BURLINGTON AV+WILSHIRE BL,1,0,0,1
2015,CARONDELET ST+7TH ST,0,1,0,0
2015,CASANOVA ST+PARK ROW DR,0,1,0,1
2015,CESAR E CHAVEZ+LYON,0,1,0,0
2015,COLLEGE ST+HILL ST,1,0,0,0
2015,COLLEGE ST+N SPRING ST,1,0,0,0
2015,COLLEGE ST+YALE,1,0,0,0
2015,COLLEGE ST+YALE ST,1,0,0,0
2015,COLUMBIA AV+5TH ST,0,1,0,0
2015,COLUMBIA+7TH,1,0,0,0
2015,CORONADO ST+8TH ST,1,0,0,0
2015,CORONADO+6TH,0,1,0,0
2015,CYPRESS AV+JEFFRIES AV,0,1,0,0
2015,CYPRESS+ASBURY,0,1,0,0
2015,DALY AV+MAIN ST,1,0,0,0
2015,DALY ST+AVENUE 26,1,0,0,1
2015,DALY ST+BROADWAY,1,0,0,0
2015,DALY ST+MAIN ST,0,1,0,0
2015,DALY ST+MANITOU AV,0,1,0,0
2015,DALY ST+N BROADWAY,1,0,0,0
2015,DIVISION ST+CYPRESS,1,0,0,0
2015,EAGLE ROCK BL+AVENUE 40,0,1,0,0
2015,EAGLE ROCK BL+AVENUE 42,0,1,0,0
2015,EAGLE ROCK+AVENUE 41,1,0,0,0
2015,EAGLE ROCK+PANAMINT,0,1,0,0
2015,EDGEWARE RD+BOSTON ST,1,0,0,0
2015,EDGEWARE RD+TEMPLE ST,2,0,0,1
2015,EL PASO DR+BARRYKNOLL DR,0,1,0,1
2015,ELDEN+11TH,0,1,0,0
2015,FIGUEROA ST+ADAMS BL,1,2,0,0
2015,FIGUEROA ST+AVE 49,0,1,0,0
2015,FIGUEROA ST+AVENUE 22,0,1,0,0
2015,FIGUEROA ST+AVENUE 28,1,0,0,0
2015,FIGUEROA ST+AVENUE 43,0,1,0,0
2015,FIGUEROA ST+AVENUE 54,1,0,0,0
2015,FIGUEROA ST+AVENUE 55,1,0,1,0
2015,FIGUEROA ST+AVENUE 56,0,1,0,0
2015,FIGUEROA ST+LORETO,1,0,0,1
2015,FIGUEROA ST+MARMION WY,1,0,0,0
2015,FIGUEROA ST+W AVENUE 44,1,0,0,0
2015,FIGUEROA ST+YORK BL,1,0,0,0
2015,FIGUEROA+ADAMS,1,0,0,0
2015,FIGUEROA+AVENUE 26,1,0,0,0
2015,FIGUEROA+AVENUE 43,0,1,0,0
2015,FIGUEROA+AVENUE 50,0,1,0,0
2015,FIGUEROA+AVENUE 54,1,0,0,0
2015,FIGUEROA+AVENUE 57,0,1,0,0
2015,GRAND AV+ALPINE ST,1,0,0,0
2015,GRAND VIEW+JAMES M WOOD,0,1,0,0
2015,GRIFFIN AV+AVENUE 43,0,1,0,0
2015,GRIFFIN AV+MANITOU,1,0,0,0
2015,HARTFORD AV+7TH ST,1,0,0,0
2015,HILL ST+ALPINE ST,1,0,0,0
2015,HILL+COLLEGE,1,0,0,0
2015,HOOVER BL+20TH ST,1,0,0,0
2015,HOOVER ST+11TH ST,1,0,0,0
2015,HOOVER ST+JAMES M WOOD BL,0,1,0,0
2015,HOOVER ST+VENICE BL,1,2,0,0
2015,HOOVER+22ND ST,0,1,0,0
2015,HOOVER+8TH,1,0,0,0
2015,HOOVER+8TH ST,1,0,0,0
2015,HOOVER+SAN MARINO,0,1,0,0
2015,INGRAHAM AV+BEAUDRY ST,1,0,0,0
2015,INGRAHAM ST+WITMER ST,1,0,0,0
2015,JAMES M WOOD BL+ALBANY ST,0,1,0,0
2015,JAMES M WOOD BL+ALVARADO ST,0,1,0,0
2015,JAMES M WOOD BL+BONNIE BRAE ST,1,0,0,0
2015,JAMES M WOOD BL+BURLINGTON AV,0,1,0,0
2015,JAMES M WOOD BL+GARLAND AV,1,0,0,0
2015,JAMES M WOOD BL+HOOVER ST,1,0,0,0
2015,JAMES M WOOD BL+WESTMORELAND,1,0,0,0
2015,JAMES M WOOD+CARONDELET ST,0,1,0,0
2015,JAMES M WOOD+UNION,1,0,0,0
2015,JAMES M WOOD+WESTLAKE,1,0,0,0
2015,JOHNSTON ST+AVENUE 28,1,1,0,0
2015,KENMORE AV+PICO BL,2,0,0,0
2015,LAKE ST+OLYMPIC BL,1,0,0,0
2015,LAKE+7TH,1,0,0,0
2015,LEEWARD AV+MAGNOLIA AV,0,1,0,0
2015,LOS ANGELES+ALAMEDA,1,0,0,0
2015,MACEO ST+ARAGON,1,0,0,0
2015,MAGNOLIA AV+7TH ST,1,0,0,0
2015,MAIN ST+ANNA ST,1,0,0,1
2015,MAIN ST+AVENUE 21,0,1,0,0
2015,MAIN ST+WILHARDT ST,0,1,0,0
2015,MANITOU AV+GRIFFIN AV,0,1,0,0
2015,MANITOU AV+WORKMAN ST,1,0,0,0
2015,MENLO AV+PICO BL,1,0,0,0
2015,N AVENUE 21+PASADENA AV,1,0,0,0
2015,N BROADWAY+5 FWY,1,0,0,0
2015,N BROADWAY+PASADENA AV,1,0,0,0
2015,N BROADWAY+SACRAMENTO FY,0,1,0,0
2015,N BROADWAY+SICHEL ST,1,0,0,0
2015,N BROADWAY+WORKMAN ST,1,0,0,0
2015,N FIGUEROA ST+AVENUE 59,1,0,0,1
2015,N FIGUEROA ST+N AVENUE 52,0,1,0,0
2015,N FIGUEROA ST+PASADENA AV,0,1,1,0
2015,N MAIN ST+LLEWELLYN ST,1,0,0,0
2015,N MAIN ST+WORKMAN ST,1,0,0,0
2015,N SAN FERNANDO RD+CARLETON AV,1,0,0,1
2015,NEW HAMPSHIRE AV+PICO BL,0,1,0,0
2015,NEW HIGH ST+ALPINE ST,1,0,0,0
2015,NEW HIGH ST+CESAR E CHAVEZ AV,0,1,0,0
2015,NORMANDIE AV+WASHINGTON BL,1,1,0,0
2015,NORMANDIE+WASHINGTON,0,1,0,0
2015,OCCIDENTAL BL+5TH ST,0,1,0,0
2015,OCEAN VIEW AV+PARK VIEW AV,1,0,0,0
2015,OLYMPIC BL+ELDEN AV,1,0,0,0
2015,OLYMPIC BL+HOOVER ST,1,0,0,0
2015,OLYMPIC BL+MENLO AV,1,1,0,0
2015,OLYMPIC BL+PARK VIEW,0,1,0,0
2015,OLYMPIC BL+UNION AV,0,1,0,1
2015,OLYMPIC BL+VALENCIA AV,0,1,0,0
2015,OLYMPIC BL+WESTMORELAND AV,0,2,0,0
2015,OLYMPIC+ALVARADO,1,0,0,0
2015,OLYMPIC+BONNIE BRAE,1,1,0,0
2015,OLYMPIC+GRATTAN,0,1,0,0
2015,ORCHARD AV+18TH ST,1,0,0,0
2015,ORD ST+ALAMEDA ST,1,1,0,0
2015,ORD ST+HILL ST,1,0,0,0
2015,PARK VIEW ST+11TH ST,0,1,0,0
2015,PARK VIEW+JAMES M WOOD,0,1,0,0
2015,PASADENA AV+AVENUE 21,1,0,0,1
2015,PASADENA AV+AVENUE 23,1,0,0,0
2015,PASADENA+AVENUE 26,0,1,0,0
2015,PICO BL+ALBANY ST,0,1,0,0
2015,PICO BL+ALVARADO ST,1,0,0,0
2015,PICO BL+ALVARADO TR,1,0,0,0
2015,PICO BL+ARAPAHOE ST,2,0,1,1
2015,PICO BL+BERENDO ST,2,0,0,0
2015,PICO BL+CONSTANCE ST,1,0,0,1
2015,PICO BL+DEWEY ST,0,1,0,0
2015,PICO BL+FEDORA ST,1,0,0,1
2015,PICO BL+HOOVER ST,1,0,0,0
2015,PICO BL+KENMORE AV,1,0,0,0
2015,PICO BL+MARIPOSA AV,0,1,0,0
2015,PICO BL+NEW HAMPSHIRE AV,0,1,0,0
2015,PICO BL+ORCHARD,0,1,0,0
2015,PICO BL+TOBERMAN ST,0,1,0,0
2015,PICO BL+VALENCIA,0,1,0,0
2015,PICO BL+VERMONT AV,2,1,0,0
2015,PICO BL+WESTMORELAND AV,2,0,0,2
2015,PICO+FEDORA,0,1,0,0
2015,PICO+HOOVER,0,1,0,0
2015,PICO+VALENCIA,1,0,0,0
2015,PICO+WESTMORELAND,0,1,0,0
2015,RAMPART ST+2ND ST,0,1,0,0
2015,S ALVARADO BL+BEVERLY BL,0,1,0,0
2015,S BURLINGTON AV+W 8TH ST,0,1,0,0
2015,S HOOVER ST+W OLYMPIC BL,0,1,0,0
2015,SAN FERNANDO RD+DELAY DR,0,1,0,0
2015,SAN FERNANDO RD+DIVISION ST,1,0,0,0
2015,SAN FERNANDO RD+EDWARD WY,1,0,0,0
2015,SAN FERNANDO RD+PASADENA AV,0,1,0,0
2015,SAN FERNANDO+EDWARDS,1,1,0,0
2015,SAN FERNANDO+MACON ST,0,1,0,0
2015,SAN MARINO ST+HOOVER ST,0,1,0,0
2015,SEVERANCE ST+ADAMS BL,0,1,0,0
2015,SICHEL ST+BROADWAY AV,1,0,0,0
2015,SIERRA ST+GILLIG AV,1,0,0,0
2015,SUNSET BL+BEAUDRY AV,0,1,0,0
2015,SUNSET BL+FIGUEROA,0,1,0,0
2015,SUNSET+EVERETT,1,0,0,0
2015,SUNSET+WHITE KNOLL,1,0,0,0
2015,SYCAMORE AV+LEXINGTON AV,1,0,0,0
2015,UNION AV+22ND ST,0,1,0,0
2015,UNION AV+23RD ST,0,1,0,0
2015,UNION AV+6TH ST,0,2,0,0
2015,UNION AV+OLYMPIC BL,2,0,0,0
2015,UNION AV+W VALENCIA ST,0,1,0,0
2015,UNION AV+WILSHIRE BL,1,2,0,0
2015,UNION+11TH,0,1,0,0
2015,UNION+8TH,0,1,0,0
2015,UNION+VALENCIA,1,0,0,0
2015,VENICE BL+BONNIE BRAE ST,1,0,0,0
2015,VENICE BL+COURTLAND AV,1,0,0,0
2015,VENICE BL+HOOVER ST,0,1,0,0
2015,VENICE BL+MALVERN AV,0,1,0,0
2015,VENICE BL+OAK ST,0,1,0,0
2015,VENICE BL+VERMONT AV,1,0,0,0
2015,VENICE+BURLINGTON,1,1,0,0
2015,VENICE+WESTMORELAND,1,0,0,1
2015,VERDUGO RD+AVENUE 33,1,0,0,0
2015,VERDUGO RD+EAGLE ROCK RD,0,1,0,0
2015,VERMONT AV+11TH ST,1,0,0,0
2015,VERMONT AV+ADAMS BL,1,0,0,0
2015,VERMONT AV+PICO BL,4,1,0,0
2015,VERMONT AV+SANTA MONICA FY,0,1,0,0
2015,VERMONT AV+VENICE BL,2,1,0,1
2015,VERMONT AV+WASHINGTON BL,0,3,0,0
2015,VERMONT BL+PICO BL,1,0,0,0
2015,VERMONT ST+20TH ST,0,1,0,0
2015,VERMONT+12TH,0,1,0,0
2015,VERMONT+VENICE,0,1,0,0
2015,VERMONT+WASHINGTON,1,0,0,0
2015,VIRGIL AV+4TH ST,0,1,0,0
2015,VIRGIL+WILSHIRE,1,0,0,0
2015,W 6TH ST+BENTON WY,0,1,0,0
2015,W 6TH ST+GRAND VIEW ST,1,0,0,0
2015,W 7TH ST+S CARONDELET,0,1,0,0
2015,W 7TH ST+S UNION AV,0,1,0,0
2015,W 8TH ST+S LAKE ST,1,0,0,0
2015,W CESAR E CHAVEZ AV+GRAND AV,1,0,0,0
2015,W CESAR E CHAVEZ AV+N FIGUEROA ST,0,1,0,0
2015,W PICO BL+VALENCIA ST,0,1,0,0
2015,WASHINGTON BL+BURLINGTON AV,1,0,1,0
2015,WASHINGTON BL+HOOVER ST,0,1,0,0
2015,WASHINGTON BL+UNION AV,1,0,0,0
2015,WASHINGTON+HOOVER,1,0,0,0
2015,WESTERN AV+PICO BL,0,1,0,0
2015,WESTLAKE AV+8TH ST,2,0,0,0
2015,WESTMORELAND AV+JAMES M WOOD BL,1,0,0,0
2015,WESTMORELAND AV+OLYMPIC BL,0,1,0,0
2015,WESTMORELAND+8TH,1,0,0,0
2015,WESTMORELAND+PICO,1,0,0,0
2015,WHITE KNOLL DR+ALPINE ST,1,0,0,0
2015,WILSHIRE BL+ALVARADO ST,2,0,0,0
2015,WILSHIRE BL+BIXEL ST,1,0,0,0
2015,WILSHIRE BL+BURLINGTON AV,1,0,0,0
2015,WILSHIRE BL+CARONDELET ST,1,0,0,0
2015,WILSHIRE BL+LA FAYETTE P PL,1,0,0,0
2015,WILSHIRE BL+LITTLE ST,0,1,0,0
2015,WILSHIRE BL+RAMPART BL,1,0,0,1
2015,WILSHIRE BL+UNION AV,0,1,0,0
2015,WILSHIRE BL+WITMER ST,0,1,0,0
2015,WILSHIRE+UNION,0,1,0,0
2015,WORKMAN ST+BROADWAY,0,1,0,0
2016,11TH PL+BURLINGTON,1,0,0,0
2016,11TH ST+LAKE ST,0,1,0,0
2016,11TH ST+WESTMORELAND AV,1,0,0,0
2016,12TH ST+BURLINGTON AV,1,0,0,0
2016,12TH ST+VALENCIA ST,1,0,0,0
2016,17TH ST+OAK ST,1,0,0,0
2016,1800 ARAPAHOE ST+,0,1,0,0
2016,1800 S UNION AV+,0,1,0,0
2016,1800 W 6TH ST+,1,0,0,0
2016,200 S AVENUE 55+,1,0,0,0
2016,20TH ST+BUDLONG AV,1,0,0,0
2016,20TH ST+MAGNOLIA AV,1,0,0,0
2016,2200 DALY ST+,1,0,0,0
2016,2200 N FIGUEROA ST+,1,0,0,0
2016,23RD ST+BONSALLO AV,0,1,0,0
2016,23RD ST+NORWOOD ST,1,0,0,0
2016,23RD ST+UNION AV,0,1,0,0
2016,2500 DALY ST+,1,0,0,0
2016,25TH ST+LA SALLE AV,1,0,0,0
2016,2800 LEEWARD AV+,1,0,0,0
2016,2800 W 7TH ST+,0,1,0,0
2016,28TH ST+UNIVERSITY AV,0,1,0,0
2016,2ND ST+BEAUDRY AV,1,0,0,0
2016,2ND ST+EDGEWARE RD,0,1,0,0
2016,3800 GRIFFIN AV+,1,0,0,0
2016,3RD ST+BURLINGTON AV,1,0,0,0
2016,3RD ST+LUCAS,1,0,0,0
2016,3RD ST+LUCAS AV,0,1,0,0
2016,3RD ST+UNION AV,2,1,0,0
2016,3RD ST+WITMER AV,1,0,0,0
2016,3RD ST+WITMER ST,2,0,0,0
2016,4TH ST+COLUMBIA AV,1,0,1,0
2016,4TH ST+LUCAS AV,1,0,0,0
2016,500 LOTUS ST+,0,1,0,0
2016,500 S VIRGIL AV+,1,0,0,0
2016,5TH ST+UNION AV,1,0,0,0
2016,6TH ST+ALVARADO,0,1,0,0
2016,6TH ST+ALVARADO BL,1,0,0,0
2016,6TH ST+ALVARADO ST,2,0,0,1
2016,6TH ST+BONNIE BRAE,1,0,0,0
2016,6TH ST+BURLINGTON ST,1,0,0,0
2016,6TH ST+CARONDELET ST,0,1,0,0
2016,6TH ST+GRAND VIEW ST,0,1,0,0
2016,6TH ST+GRANDVIEW ST,1,0,0,0
2016,6TH ST+LA FAYETTE P PL,1,0,0,0
2016,6TH ST+LAFAYETTE PARK PL,0,1,0,0
2016,6TH ST+LAKE ST,1,0,0,0
2016,6TH ST+LUCAS AV,1,0,0,0
2016,6TH ST+OCCIDENTAL BL,0,1,0,0
2016,6TH ST+PARK VIEW ST,0,1,0,0
2016,6TH ST+UNION AV,2,0,0,1
2016,6TH ST+WESTLAKE AV,0,1,0,0
2016,6TH+ALVARADO,1,0,0,0
2016,6TH+BONNIE BRAE,1,0,0,0
2016,6TH+LOMA DR,1,0,0,0
2016,6TH+LUCAS,1,0,0,0
2016,6TH+UNION,1,0,0,0
2016,7TH ST+BIXEL ST,0,1,0,0
2016,7TH ST+BONNIE BRAE ST,0,1,0,0
2016,7TH ST+BURLINGTON AV,1,0,0,0
2016,7TH ST+HARTFORD AV,0,1,0,0
2016,7TH ST+HOOVER ST,1,0,0,0
2016,7TH ST+LITTLE ST,1,0,0,0
2016,7TH ST+PARK VIEW,1,0,0,0
2016,7TH ST+WESTMORELAND AV,0,1,0,0
2016,7TH+ALVARADO,1,1,0,0
2016,7TH+COLUMBIA,0,1,0,0
2016,7TH+LUCAS,0,1,0,0
2016,7TH+RAMPART,1,0,0,0
2016,800 S ALVARADO ST+,1,0,0,0
2016,8TH ST+BONNIE BRAE,0,1,0,0
2016,8TH ST+GREEN ST,1,0,0,0
2016,8TH ST+HOOVER ST,0,1,0,0
2016,8TH ST+LAKE ST,1,0,0,0
2016,8TH ST+WESTMORELAND AV,1,0,0,0
2016,8TH+PARK VIEW,1,0,0,0
2016,8TH+WESTLAKE,1,0,0,1
2016,900 GRATTAN ST+,1,0,0,0
2016,900 MONTECITO DR+,1,0,0,1
2016,ABBOTT+AVENUE 54,1,0,0,0
2016,ADAMS BL+SAINT JAMES PL,0,1,0,0
2016,ADAMS+FIGUEROA,1,0,0,0
2016,ALAMEDA ST+ALHAMBRA AV,1,0,0,1
2016,ALAMEDA+ALPINE,1,1,0,0
2016,ALBION ST+AVENUE 17,1,0,0,0
2016,ALBION ST+AVENUE 19,1,0,0,0
2016,ALDAMA ST+AVENUE54 AV,1,0,0,0
2016,ALDAMA+AVENUE 56,1,0,0,0
2016,ALPINE ST+GRAND AV,1,0,0,0
2016,ALPINE+BROADWAY,1,0,0,0
2016,ALVARADO BL+OLYMPIC BL,0,1,0,0
2016,ALVARADO BL+WILSHIRE BL,1,0,0,0
2016,ALVARADO ST+6TH ST,1,0,0,0
2016,ALVARADO ST+BEVERLY BL,0,1,0,0
2016,ALVARADO ST+PICO BL,1,0,0,0
2016,ALVARADO ST+VALLEY ST,1,0,0,0
2016,ALVARADO ST+WILSHIRE BL,1,0,0,0
2016,ALVARADO+11TH,0,1,0,0
2016,ALVARADO+6TH,3,0,0,1
2016,ALVARADO+6TH ST,1,0,0,0
2016,ALVARADO+WILSHIRE BL,2,0,0,1
2016,AMADOR+JARVIS,1,0,0,0
2016,ANGLES POINT RD+ACADEMY RD,1,0,0,0
2016,ARAPAHOE ST+12TH ST,1,0,0,0
2016,ARROYO SECO AV+MARMION WY,0,1,0,0
2016,ARTESIAN ST+AVENUE 26 AV,1,0,1,0
2016,ARVIA ST+SAN FERNANDO RD,1,0,0,0
2016,AVENUE 19+N BROADWAY,0,1,0,0
2016,AVENUE 19+PASADENA,1,0,0,0
2016,AVENUE 22+BROADWAY,1,0,0,0
2016,AVENUE 26+FIGUEROA ST,1,0,0,0
2016,AVENUE 26+IDELL,1,0,0,1
2016,AVENUE 26+LACY ST,0,1,0,0
2016,AVENUE 28+IDELL,1,0,0,0
2016,AVENUE 33+GRIFFIN,0,1,0,0
2016,AVENUE 37+FIGUEROA,1,0,0,0
2016,AVENUE 50+ALDAMA ST,0,1,0,0
2016,AVENUE 52+FIGUEROA ST,1,0,0,0
2016,AVENUE 54+FIGUEROA,1,0,0,0
2016,AVENUE 54+FIGUEROA ST,0,1,0,0
2016,AVENUE 56+BALTIMORE,1,0,0,0
2016,AVENUE 57+FIGUEROA,1,0,0,0
2016,BEAUDRY AV+1 ST,0,1,0,0
2016,BEAUDRY AV+4TH ST,0,1,0,0
2016,BELLEVUE AV+EDGEWARE RD,1,0,0,0
